Pie fillings, cherry, low calorie|53.0|0.82|0.16|12.0|12.0|118
Breakfast bars, oats, sugar, raisins, coconut (include granola bar)|464|9.8|17.6|66.7|251|326
Pretzels, soft|338|8.2|3.1|69.4|203|88.0
Beans, chili, barbecue, ranch style, cooked|97.0|5.0|1.0|16.9|725|450
Luncheon slices, meatless|189|17.8|11.1|4.44|711|200
Meatballs, meatless|197|21.0|9.0|8.0|550|180
Vegetarian fillets|290|23.0|18.0|9.0|490|600
Sandwich spread, meatless|149|8.0|9.0|9.0|630|340
Alcoholic beverage, wine, cooking|50.0|0.5|0.0|6.3|626|88.0
Alcoholic beverage, wine, light|49.0|0.07|0.0|1.17|7.0|88.0
Sweeteners, tabletop, saccharin (sodium saccharin)|360|0.94|0.0|89.1|428|4.0
Beverage, instant breakfast powder, chocolate, not reconstituted|353|19.9|1.4|66.2|385|947
Tomato sauce, canned, no salt added|24.0|1.2|0.3|5.31|11.0|297
Cereals ready-to-eat, ALPEN|352|11.2|3.3|75.7|27.0|418
Cereals ready-to-eat, FAMILIA|388|9.5|6.3|73.8|8.0|494
Cereals ready-to-eat, wheat and bran, presweetened with nuts and fruits|385|7.1|5.6|76.2|245|382
Cheese, cottage, with vegetables|95.0|10.9|4.2|3.0|403|86.0
Cheese, cream, low fat|208|7.85|16.7|6.73|317|247
Cheese, pasteurized process, American, low fat|180|24.6|7.0|3.5|1790.0|180
Cheese spread, cream cheese base|295|7.1|28.6|3.5|436|112
Pork, oriental style, dehydrated|615|11.8|62.4|1.4|685|139
Soybean, curd cheese|151|12.5|8.1|6.9|20.0|199
Potatoes, canned, drained solids, no salt added|60.0|1.4|0.2|13.6|5.0|229
Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added|37.0|1.4|0.2|7.31|26.0|138
Litchis, raw|66.0|0.83|0.44|16.5|1.0|171
Litchis, dried|277|3.8|1.2|70.7|3.0|1110.0
Loganberries, frozen|55.0|1.52|0.31|13.0|1.0|145
Longans, raw|60.0|1.31|0.1|15.1|0.0|266
Mangosteen, canned, syrup pack|73.0|0.41|0.58|17.9|7.0|48.0
Mango, dried, sweetened|319|2.45|1.18|78.6|162|279
Melons, cantaloupe, raw|34.0|0.84|0.19|8.16|16.0|267
Melons, casaba, raw|28.0|1.11|0.1|6.58|9.0|182
Olives, ripe, canned (small-extra large)|116|0.84|10.9|6.04|735|8.0
Olives, ripe, canned (jumbo-super colossal)|81.0|0.97|6.87|5.61|735|9.0
Olives, pickled, canned or bottled, green|145|1.03|15.3|3.84|1560.0|42.0
Oranges, raw, all commercial varieties|47.0|0.94|0.12|11.8|0.0|181
Orange juice, raw (Includes foods for USDA's Food Distribution Program)|45.0|0.7|0.2|10.4|1.0|200
Orange juice, canned, unsweetened|47.0|0.68|0.15|11.0|4.0|184
Orange juice, chilled, includes from concentrate|49.0|0.68|0.12|11.5|2.0|178
Orange juice, chilled, includes from concentrate, with added calcium and vitamin D|47.0|0.68|0.12|11.3|2.0|178
Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water|37.0|0.6|0.06|8.8|4.0|158
Orange peel, raw|97.0|1.5|0.2|25.0|3.0|212
Orange-grapefruit juice, canned or bottled, unsweetened|43.0|0.6|0.1|10.3|3.0|158
Tangerines, (mandarin oranges), raw|53.0|0.81|0.31|13.3|2.0|166
Tangerines, (mandarin oranges), canned, juice pack|37.0|0.62|0.03|9.57|5.0|133
Papaya nectar, canned|57.0|0.17|0.15|14.5|5.0|31.0
Passion-fruit, (granadilla), purple, raw|97.0|2.2|0.7|23.4|28.0|348
Passion-fruit juice, purple, raw|51.0|0.39|0.05|13.6|6.0|278
Passion-fruit juice, yellow, raw|60.0|0.67|0.18|14.4|6.0|278
Peaches, canned, light syrup pack, solids and liquids|54.0|0.45|0.03|14.6|5.0|97.0
Peaches, canned, heavy syrup pack, solids and liquids|74.0|0.45|0.1|19.9|6.0|92.0
Peaches, canned, extra heavy syrup pack, solids and liquids|96.0|0.47|0.03|26.1|8.0|83.0
Peaches, spiced, canned, heavy syrup pack, solids and liquids|75.0|0.41|0.1|20.1|4.0|85.0
Peaches, dried, sulfured, stewed, with added sugar|103|1.06|0.22|26.6|2.0|292
Peaches, frozen, sliced, sweetened|94.0|0.63|0.13|24.0|6.0|130
Peach nectar, canned, with sucralose, without added ascorbic acid|49.0|0.1|0.57|11.6|11.0|30.0
Pears, raw|57.0|0.36|0.14|15.2|1.0|116
Pears, canned, water pack, solids and liquids|29.0|0.19|0.03|7.81|2.0|53.0
Pears, canned, extra heavy syrup pack, solids and liquids|97.0|0.19|0.13|25.2|5.0|64.0
Pears, dried, sulfured, uncooked|262|1.87|0.63|69.7|6.0|533
Pears, dried, sulfured, stewed, without added sugar|127|0.91|0.31|33.8|3.0|258
Pears, dried, sulfured, stewed, with added sugar|140|0.86|0.29|37.1|3.0|245
Pineapple, raw, all varieties|50.0|0.54|0.12|13.1|1.0|109
Pineapple, canned, water pack, solids and liquids|32.0|0.43|0.09|8.3|1.0|127
Pineapple, canned, juice pack, solids and liquids|60.0|0.42|0.08|15.7|1.0|122
Pineapple, canned, light syrup pack, solids and liquids|52.0|0.36|0.12|13.4|1.0|105
Pineapple juice, frozen concentrate, unsweetened, diluted with 3 volume water|51.0|0.4|0.03|12.7|1.0|132
Pitanga, (surinam-cherry), raw|33.0|0.8|0.4|7.49|3.0|103
Plantains, yellow, raw|122|1.3|0.35|31.9|4.0|487
Plantains, yellow, baked|155|1.52|0.16|41.4|2.0|477
Plums, canned, purple, heavy syrup pack, solids and liquids|89.0|0.36|0.1|23.2|19.0|91.0
Plums, canned, purple, extra heavy syrup pack, solids and liquids|101|0.36|0.1|26.3|19.0|89.0
Pomegranates, raw|83.0|1.67|1.17|18.7|3.0|236
Lima beans, immature seeds, cooked, boiled, drained, without salt|123|6.81|0.32|23.6|17.0|570
Lima beans, immature seeds, canned, regular pack, solids and liquids|71.0|4.07|0.29|13.3|252|285
Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt|21.0|2.03|0.09|4.19|10.0|101
Mung beans, mature seeds, sprouted, cooked, stir-fried|50.0|4.3|0.21|10.6|9.0|219
Beans, navy, mature seeds, sprouted, raw|67.0|6.15|0.7|13.0|13.0|307
Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt|78.0|7.07|0.81|15.0|14.0|317
Beans, snap, green, cooked, boiled, drained, without salt|35.0|1.89|0.28|7.88|1.0|146
Beans, snap, green, canned, regular pack, solids and liquids|15.0|0.72|0.17|3.27|192|92.0
Beans, snap, green, canned, regular pack, drained solids|21.0|1.05|0.41|4.19|268|96.0
Beans, snap, canned, all styles, seasoned, solids and liquids|16.0|0.83|0.2|3.49|373|93.0
Beets, raw|43.0|1.61|0.17|9.56|78.0|325
Beets, cooked, boiled, drained|44.0|1.68|0.18|9.96|77.0|305
Beets, canned, regular pack, solids and liquids|30.0|0.73|0.09|7.14|143|159
Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted|117|18.0|4.39|1.57|1190.0|316
Pork, cured, ham -- water added, whole, boneless, separable lean only, unheated|110|17.3|3.97|1.45|1140.0|317
Pork, cured, ham and water product, shank, bone-in, separable lean only, heated, roasted|132|21.7|4.45|1.26|1040.0|224
Pork, cured, ham -- water added, slice, bone-in, separable lean only, unheated|95.0|17.4|2.29|1.23|1090.0|221
Pork, cured, ham and water product, rump, bone-in, separable lean only, unheated|107|17.9|3.38|1.24|1070.0|221
Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated|103|14.5|3.78|2.82|1160.0|209
Pork, cured, ham and water product, shank, bone-in, unheated, separable lean only|113|17.5|4.18|1.2|1090.0|234
Pork, cured, ham, separable fat, boneless, heated|507|8.77|51.6|2.0|677|195
Pork, cured, ham, separable fat, boneless, unheated|515|7.5|53.0|1.87|616|174
Pork, pickled pork hocks|171|19.1|10.5|0.0|1050.0|47.0
Pork, cured, ham, slice, bone-in, separable lean only, heated, pan-broil|148|27.2|4.09|0.74|870|427
Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated|112|19.4|3.43|1.02|1100.0|346
Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated|117|14.0|4.99|4.21|1310.0|267
Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated|149|13.7|9.29|2.72|1100.0|205
Pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated|243|14.3|20.0|1.42|936|215
Pork, cured, ham and water product, rump, bone-in, separable lean and fat, unheated|179|16.1|12.1|1.35|990|213
Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, heated, roasted|161|20.1|8.56|0.99|1100.0|244
Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, heated, roasted|200|18.6|13.4|1.35|988|232
Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil|166|20.8|8.73|1.54|1310.0|280
Pork, cured, ham -- water added, slice, boneless, separable lean and fat, heated, pan-broil|125|18.6|5.05|1.72|1210.0|334
Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil|124|15.1|5.13|4.69|1390.0|272
Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted|123|13.9|5.46|4.61|1340.0|245
Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, heated, roasted|177|22.5|9.39|0.6|841|477
Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, heated, roasted|191|22.9|10.9|0.33|801|424
Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil|180|26.2|8.28|0.17|821|344
Pork, cured, ham, rump, bone-in, separable lean only, heated, roasted|132|26.0|3.07|0.68|846|394
Pork, cured, ham, rump, bone-in, separable lean only, unheated|125|24.5|2.92|0.32|737|385
Pork, cured, ham, shank, bone-in, separable lean only, heated, roasted|139|26.5|3.68|0.68|828|378
Pork, cured, ham, shank, bone-in, separable lean only, unheated|125|23.8|3.19|0.18|846|364
Pork, cured, ham, slice, bone-in, separable lean and fat, unheated|173|22.4|9.17|0.21|744|348
Pork, fresh, spareribs, separable lean and fat, cooked, roasted|361|20.9|30.9|0.0|91.0|265
Pork, fresh, composite of separable fat, with added solution, raw|508|9.27|52.3|0.0|81.0|191
Pork, fresh, loin, tenderloin, separable lean only, with added solution, cooked, roasted|116|21.6|3.15|0.31|231|567
Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw|117|21.1|3.48|0.22|278|537
Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, raw|171|19.4|10.3|0.0|251|489
Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, broiled|198|28.3|9.42|0.02|302|581
Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw|114|20.2|3.14|0.0|239|519
Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, cooked, roasted|121|21.5|3.7|0.31|230|563
Pork, Leg Cap Steak, boneless, separable lean and fat, raw|123|21.6|3.39|0.0|73.0|365
Pork, Shoulder breast, boneless, separable lean and fat, raw|127|22.5|3.4|0.0|54.0|378
Pork, Shoulder breast, boneless, separable lean and fat, cooked, broiled|162|28.5|4.49|0.0|54.0|364
Pork, shoulder, petite tender, boneless, separable lean and fat, cooked, broiled|155|27.5|4.23|0.0|53.0|415
Pork, ground, 96% lean / 4% fat, raw|121|21.1|4.0|0.21|67.0|310
Pork, ground, 72% lean / 28% fat, cooked, crumbles|393|22.8|32.9|1.39|94.0|280
Pork, ground, 84% lean / 16% fat, cooked, crumbles|289|26.7|20.0|0.58|89.0|354
Pork, ground, 96% lean / 4% fat, cooked, crumbles|187|30.6|7.15|0.0|84.0|428
Pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw|123|21.4|3.78|0.82|65.0|375
Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted|175|27.6|7.14|0.0|68.0|457
Pork, fresh, loin, blade (chops), boneless, separable lean only, boneless, cooked, broiled|169|26.1|6.74|0.89|58.0|430
Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, broiled|216|27.8|11.6|0.0|58.0|431
Pork, fresh, loin, blade (roasts), boneless, separable lean and fat, cooked, roasted|199|26.5|10.3|0.0|67.0|439
Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, broiled|247|26.3|15.7|0.0|58.0|408
Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled|260|25.6|17.6|0.0|81.0|344
Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted|270|26.4|18.3|0.0|70.0|441
Amaranth leaves, cooked, boiled, drained, without salt|21.0|2.11|0.18|4.11|21.0|641
Arrowhead, raw|99.0|5.33|0.29|20.2|22.0|922
Arrowhead, cooked, boiled, drained, without salt|78.0|4.49|0.1|16.1|18.0|881
Artichokes, (globe or french), raw|47.0|3.27|0.15|10.5|94.0|370
Asparagus, canned, regular pack, solids and liquids|15.0|1.8|0.18|2.48|284|172
Asparagus, canned, drained solids|19.0|2.14|0.65|2.46|287|172
Asparagus, frozen, unprepared|24.0|3.23|0.23|4.1|8.0|253
Asparagus, frozen, cooked, boiled, drained, without salt|18.0|2.95|0.42|1.92|3.0|172
Bamboo shoots, raw|27.0|2.6|0.3|5.2|4.0|533
Bamboo shoots, cooked, boiled, drained, without salt|12.0|1.53|0.22|1.92|4.0|533
Bamboo shoots, canned, drained solids|19.0|1.72|0.4|3.22|7.0|80.0
Beans, kidney, mature seeds, sprouted, raw|29.0|4.2|0.5|4.1|6.0|187
Corn, sweet, yellow, canned, whole kernel, drained solids|67.0|2.29|1.22|14.3|205|132
Corn, sweet, yellow, canned, cream style, regular pack|72.0|1.74|0.42|18.1|261|134
Corn, sweet, yellow, canned, vacuum pack, regular pack|79.0|2.41|0.5|19.4|272|186
Corn, yellow, whole kernel, frozen, microwaved|113|3.62|1.42|25.9|4.0|276
Corn with red and green peppers, canned, solids and liquids|75.0|2.33|0.55|18.2|347|153
Cornsalad, raw|21.0|2.0|0.4|3.6|4.0|459
Cowpeas (blackeyes), immature seeds, raw|90.0|2.95|0.35|18.8|4.0|431
Cowpeas, young pods with seeds, cooked, boiled, drained, without salt|34.0|2.6|0.3|7.0|3.0|196
Yardlong bean, raw|47.0|2.8|0.4|8.35|4.0|240
Yardlong bean, cooked, boiled, drained, without salt|47.0|2.53|0.1|9.18|4.0|290
Cowpeas, leafy tips, raw|29.0|4.1|0.25|4.82|7.0|455
Cucumber, peeled, raw|10.0|0.59|0.16|2.16|2.0|136
Dandelion greens, raw|45.0|2.7|0.7|9.2|76.0|397
Dandelion greens, cooked, boiled, drained, without salt|33.0|2.0|0.6|6.4|44.0|232
Eggplant, raw|25.0|0.98|0.18|5.88|2.0|229
Eggplant, cooked, boiled, drained, without salt|35.0|0.83|0.23|8.73|1.0|123
Garlic, raw|149|6.36|0.5|33.1|17.0|401
Ginger root, raw|80.0|1.82|0.75|17.8|13.0|415
Gourd, white-flowered (calabash), raw|14.0|0.62|0.02|3.39|2.0|150
Gourd, white-flowered (calabash), cooked, boiled, drained, without salt|15.0|0.6|0.02|3.69|2.0|170
Hyacinth-beans, immature seeds, raw|46.0|2.1|0.2|9.19|2.0|252
Hyacinth-beans, immature seeds, cooked, boiled, drained, without salt|50.0|2.95|0.27|9.2|2.0|262
Jerusalem-artichokes, raw|73.0|2.0|0.01|17.4|4.0|429
Jew's ear, (pepeao), raw|25.0|0.48|0.04|6.75|9.0|43.0
Kale, cooked, boiled, drained, without salt|36.0|2.94|1.21|5.3|16.0|144
Kale, frozen, unprepared|28.0|2.66|0.46|4.88|15.0|333
Kale, frozen, cooked, boiled, drained, without salt|36.0|2.94|1.21|5.3|16.0|144
Kanpyo, (dried gourd strips)|258|8.58|0.56|65.0|15.0|1580.0
Mushrooms, shiitake, raw|34.0|2.24|0.49|6.79|9.0|304
Mushrooms, portabella, grilled|29.0|3.28|0.58|4.44|11.0|437
Lambsquarters, raw|43.0|4.2|0.8|7.3|43.0|452
Lambsquarters, cooked, boiled, drained, without salt|32.0|3.2|0.7|5.0|29.0|288
Leeks, (bulb and lower leaf-portion), raw|61.0|1.5|0.3|14.2|20.0|180
Lettuce, cos or romaine, raw|17.0|1.23|0.3|3.29|8.0|247
Lettuce, iceberg (includes crisphead types), raw|14.0|0.9|0.14|2.97|10.0|141
Lettuce, green leaf, raw|15.0|1.36|0.15|2.87|28.0|194
Lotus root, raw|74.0|2.6|0.1|17.2|40.0|556
Mushrooms, white, raw|22.0|3.09|0.34|3.26|5.0|318
Mushrooms, white, cooked, boiled, drained, without salt|28.0|2.17|0.47|5.29|2.0|356
Mushrooms, white, stir-fried|26.0|3.58|0.33|4.04|12.0|396
Mushrooms, canned, drained solids|25.0|1.87|0.29|5.09|425|129
Mushrooms, portabella, raw|22.0|2.11|0.35|3.87|9.0|364
Mustard greens, raw|27.0|2.86|0.42|4.67|20.0|384
Mustard greens, cooked, boiled, drained, without salt|26.0|2.56|0.47|4.51|9.0|162
Mustard greens, frozen, unprepared|20.0|2.49|0.27|3.41|29.0|170
Mustard greens, frozen, cooked, boiled, drained, without salt|19.0|2.27|0.25|3.11|25.0|139
Okra, raw|33.0|1.93|0.19|7.45|7.0|299
Okra, cooked, boiled, drained, without salt|22.0|1.87|0.21|4.51|6.0|135
Okra, frozen, unprepared|30.0|1.69|0.25|6.63|3.0|211
Okra, frozen, cooked, boiled, drained, without salt|29.0|1.63|0.24|6.41|3.0|184
Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated|158|2.75|5.48|25.6|324|478
Potatoes, french fried, cottage-cut, salt not added in processing, frozen, as purchased|153|2.42|5.78|24.0|32.0|338
Potatoes, french fried, cottage-cut, salt not added in processing, frozen, oven-heated|218|3.44|8.2|34.0|45.0|480
Potatoes, frozen, french fried, par fried, extruded, unprepared|260|2.83|15.0|30.2|490|430
Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt|333|3.55|18.7|39.7|613|539
Potato salad, home-prepared|143|2.68|8.2|11.2|529|254
Pumpkin flowers, raw|15.0|1.03|0.07|3.28|5.0|173
Pumpkin flowers, cooked, boiled, drained, without salt|15.0|1.09|0.08|3.3|6.0|106
Pumpkin leaves, raw|19.0|3.15|0.4|2.33|11.0|436
Pumpkin pie mix, canned|104|1.09|0.13|26.4|208|138
Purslane, raw|20.0|2.03|0.36|3.39|45.0|494
Purslane, cooked, boiled, drained, without salt|18.0|1.49|0.19|3.55|44.0|488
Radishes, raw|16.0|0.68|0.1|3.4|39.0|233
Salsify, (vegetable oyster), raw|82.0|3.3|0.2|18.6|20.0|380
Salsify, cooked, boiled, drained, without salt|68.0|2.73|0.17|15.4|16.0|283
Sauerkraut, canned, solids and liquids|19.0|0.91|0.14|4.28|661|170
Seaweed, agar, raw|26.0|0.54|0.03|6.75|9.0|226
Sesbania flower, cooked, steamed, without salt|22.0|1.14|0.05|5.23|11.0|107
Soybeans, green, raw|147|13.0|6.8|11.0|15.0|620
Soybeans, green, cooked, boiled, drained, without salt|141|12.4|6.4|11.0|14.0|539
Soybeans, mature seeds, sprouted, raw|122|13.1|6.7|9.57|14.0|484
Spinach, canned, regular pack, solids and liquids|19.0|2.11|0.37|2.92|319|230
Spinach, canned, regular pack, drained solids|23.0|2.81|0.5|3.4|322|346
Spinach, frozen, chopped or leaf, unprepared (Includes foods for USDA's Food Distribution Program)|29.0|3.63|0.57|4.21|74.0|346
Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt|34.0|4.01|0.87|4.8|97.0|302
Squash, summer, scallop, raw|18.0|1.2|0.2|3.84|1.0|182
Squash, summer, scallop, cooked, boiled, drained, without salt|16.0|1.03|0.17|3.3|1.0|140
Squash, summer, zucchini, includes skin, raw|17.0|1.21|0.32|3.11|8.0|261
Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt|15.0|1.14|0.36|2.69|3.0|264
Squash, winter, acorn, cooked, baked, without salt|56.0|1.12|0.14|14.6|4.0|437
Squash, winter, acorn, cooked, boiled, mashed, without salt|34.0|0.67|0.08|8.79|3.0|263
Squash, winter, butternut, raw|45.0|1.0|0.1|11.7|4.0|352
Squash, winter, butternut, cooked, baked, without salt|40.0|0.9|0.09|10.5|4.0|284
Squash, winter, hubbard, cooked, boiled, mashed, without salt|30.0|1.48|0.37|6.46|5.0|214
Squash, winter, spaghetti, raw|31.0|0.64|0.57|6.91|17.0|108
Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt|27.0|0.66|0.26|6.46|18.0|117
Succotash, (corn and limas), raw|99.0|5.03|1.02|19.6|4.0|369
Water convolvulus,raw|19.0|2.6|0.2|3.13|113|312
Water convolvulus, cooked, boiled, drained, without salt|20.0|2.08|0.24|3.7|122|284
Sweet potato leaves, raw|42.0|2.49|0.51|8.82|6.0|508
Sweet potato leaves, cooked, steamed, without salt|35.0|2.18|0.34|7.38|7.0|312
Sweet potato, canned, mashed|101|1.98|0.2|23.2|75.0|210
Sweet potato, frozen, unprepared (Includes foods for USDA's Food Distribution Program)|96.0|1.71|0.18|22.2|6.0|365
Sweet potato, frozen, cooked, baked, without salt|100|1.71|0.12|23.4|8.0|377
Taro, raw|112|1.5|0.2|26.5|11.0|591
Taro shoots, cooked, without salt|14.0|0.73|0.08|3.2|2.0|344
Taro, tahitian, raw|44.0|2.79|0.97|6.91|50.0|606
Artichokes, (globe or french), cooked, boiled, drained, with salt|51.0|2.89|0.34|11.4|296|286
Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt|45.0|3.11|0.5|9.18|289|264
Asparagus, cooked, boiled, drained, with salt|22.0|2.4|0.22|4.11|240|224
Asparagus, canned, no salt added, solids and liquids|15.0|1.8|0.18|2.48|26.0|172
Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt|33.0|4.83|0.58|4.72|243|194
Lima beans, immature seeds, cooked, boiled, drained, with salt|123|6.81|0.32|23.6|253|570
Lima beans, immature seeds, canned, no salt added, solids and liquids|71.0|4.07|0.29|13.3|4.0|285
Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt|105|6.65|0.3|19.4|265|411
Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt|20.0|1.86|0.32|3.5|287|98.0
Beans, snap, yellow, raw|31.0|1.82|0.12|7.13|6.0|209
Beans, snap, green, cooked, boiled, drained, with salt|35.0|1.89|0.28|7.88|239|146
Beans, snap, yellow, cooked, boiled, drained, without salt|35.0|1.89|0.28|7.88|3.0|299
Beans, snap, yellow, cooked, boiled, drained, with salt|35.0|1.89|0.28|7.88|239|299
Beans, snap, yellow, frozen, all styles, unprepared|33.0|1.8|0.21|7.58|3.0|186
Beans, snap, green, frozen, cooked, boiled, drained, with salt|28.0|1.49|0.17|6.45|245|159
Beans, snap, yellow, frozen, cooked, boiled, drained, without salt|28.0|1.49|0.17|6.45|9.0|126
Beans, snap, yellow, frozen, cooked, boiled, drained, with salt|28.0|1.49|0.17|6.45|245|126
Broadbeans, immature seeds, cooked, boiled, drained, with salt|62.0|4.8|0.5|10.1|277|193
Broccoli, leaves, raw|28.0|2.98|0.35|5.06|27.0|325
Broccoli, flower clusters, raw|28.0|2.98|0.35|5.06|27.0|325
Broccoli, stalks, raw|28.0|2.98|0.35|5.24|27.0|325
Brussels sprouts, frozen, cooked, boiled, drained, with salt|42.0|3.64|0.39|8.32|259|290
Burdock root, cooked, boiled, drained, with salt|88.0|2.09|0.14|21.2|240|360
Butterbur, cooked, boiled, drained, with salt|8.0|0.23|0.02|2.16|240|354
Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw|24.0|1.21|0.18|5.37|18.0|246
Cabbage, common (danish, domestic, and pointed types), stored, raw|24.0|1.21|0.18|5.37|18.0|246
Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt|14.0|1.5|0.17|2.41|245|225
Cardoon, cooked, boiled, drained, with salt|20.0|0.76|0.11|4.74|412|392
Carrots, cooked, boiled, drained, with salt|35.0|0.76|0.18|8.22|302|235
Carrots, canned, no salt added, solids and liquids|23.0|0.59|0.14|5.36|34.0|158
Celeriac, cooked, boiled, drained, with salt|27.0|0.96|0.19|5.9|297|173
Celery, cooked, boiled, drained, with salt|18.0|0.83|0.16|4.0|327|284
Chard, swiss, cooked, boiled, drained, with salt|20.0|1.88|0.08|4.13|415|549
Chayote, fruit, cooked, boiled, drained, with salt|22.0|0.62|0.48|4.5|237|173
Corn, sweet, yellow, canned, no salt added, solids and liquids (Includes foods for USDA's Food Distribution Program)|61.0|1.95|0.77|13.9|12.0|136
Corn, sweet, yellow, canned, cream style, no salt added|72.0|1.74|0.42|18.1|3.0|134
Corn, sweet, yellow, canned, vacuum pack, no salt added|79.0|2.41|0.5|19.4|3.0|186
Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt|79.0|2.55|0.67|18.7|245|233
Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt|94.0|3.11|0.74|22.3|240|251
Cress, garden, cooked, boiled, drained, with salt|23.0|1.9|0.6|3.8|244|353
Dandelion greens, cooked, boiled, drained, with salt|33.0|2.0|0.6|6.4|280|232
Eggplant, cooked, boiled, drained, with salt|33.0|0.83|0.23|8.14|239|123
Gourd, white-flowered (calabash), cooked, boiled, drained, with salt|13.0|0.6|0.02|3.1|238|170
Jute, potherb, cooked, boiled, drained, with salt|37.0|3.68|0.2|7.29|247|550
Kale, cooked, boiled, drained, with salt|44.0|2.94|1.21|5.3|252|144
Kale, frozen, cooked, boiled, drained, with salt|36.0|2.94|1.21|5.3|252|144
Kohlrabi, cooked, boiled, drained, with salt|29.0|1.8|0.11|6.69|257|340
Yambean (jicama), cooked, boiled, drained, with salt|36.0|0.72|0.09|8.23|242|135
Yardlong bean, cooked, boiled, drained, with salt|47.0|2.53|0.1|9.17|240|290
Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids|64.0|1.95|0.5|15.4|12.0|164
Corn, sweet, white, canned, whole kernel, drained solids|67.0|2.29|1.22|14.3|205|132
Corn, sweet, white, canned, cream style, regular pack|74.0|1.74|0.42|18.6|261|119
Corn, sweet, white, canned, cream style, no salt added|72.0|1.74|0.42|18.1|3.0|134
Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, with salt|80.0|2.75|0.43|19.6|245|147
Corn, sweet, white, frozen, kernels on cob, unprepared|98.0|3.28|0.78|23.5|5.0|294
Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt|94.0|3.11|0.74|22.3|4.0|251
Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, with salt|94.0|3.11|0.74|22.3|240|251
Sesbania flower, cooked, steamed, with salt|21.0|1.14|0.05|5.1|247|107
Soybeans, mature seeds, sprouted, cooked, steamed, with salt|81.0|8.47|4.45|6.53|246|355
Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt|125|13.1|7.1|9.4|250|567
Dock, cooked, boiled, drained, with salt|20.0|1.83|0.64|2.93|239|321
Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added|113|1.9|5.6|15.0|332|233
Peppers, sweet, red, freeze-dried|314|17.9|3.0|68.7|193|3170.0
Beans, snap, yellow, canned, regular pack, drained solids|20.0|1.15|0.1|4.5|251|109
Beans, snap, yellow, canned, no salt added, drained solids|20.0|1.15|0.1|4.5|2.0|109
Mushroom, white, exposed to ultraviolet light, raw|22.0|3.09|0.34|3.26|5.0|318
Mushrooms, portabella, exposed to ultraviolet light, grilled|29.0|3.28|0.58|4.44|11.0|437
Pickles, cucumber, sweet (includes bread and butter pickles)|91.0|0.58|0.41|21.2|457|100
Pickles, cucumber, sour|11.0|0.33|0.2|2.26|1210.0|23.0
Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)|122|0.37|0.26|33.7|18.0|32.0
